datetime,citywide_demand,citywide_conditional_baseline,severe_conditional_low_cluster_count,cluster_count,citywide_conditional_ratio,severe_low_clusters,is_common_conditional_low,is_all_cluster_conditional_low,previous_citywide_demand,next_citywide_demand,previous_citywide_conditional_ratio,next_citywide_conditional_ratio,change_from_previous_pct,change_to_next_pct,cluster_0_actual,cluster_1_actual,cluster_2_actual,cluster_0_baseline,cluster_1_baseline,cluster_2_baseline,cluster_0_conditional_ratio,cluster_1_conditional_ratio,cluster_2_conditional_ratio
2023-09-07 06:00:00,5114,3798.5,0,3,1.3463209161511123,,False,False,2108.0,7262.0,1.2822384428223845,0.6919155828688486,142.5996204933586,42.00234649980445,2550,1248,1316,1940.0,880.5,978.0,1.3144329896907216,1.4173764906303237,1.3456032719836402
2023-09-07 07:00:00,7262,10495.5,0,3,0.6919155828688486,,False,False,5114.0,137.0,1.3463209161511123,0.009226831896551725,42.00234649980445,-98.11346736436244,3888,1681,1693,5745.5,2335.0,2415.0,0.6767035070925072,0.7199143468950749,0.7010351966873706
2023-09-07 08:00:00,137,14848.0,3,3,0.009226831896551725,"cluster_0, cluster_1, cluster_2",True,True,7262.0,36.0,0.6919155828688486,0.005015324602953469,-98.11346736436244,-73.72262773722628,66,33,38,7774.5,3266.5,3807.0,0.008489291915878834,0.010102556252870045,0.00998161281849225
2023-09-07 09:00:00,36,7178.0,3,3,0.005015324602953469,"cluster_0, cluster_1, cluster_2",True,True,137.0,25.0,0.009226831896551725,0.0050327126321087065,-73.72262773722628,-30.555555555555557,17,12,7,3418.0,1711.5,2048.5,0.00497366881217086,0.007011393514460999,0.003417134488650232
2023-09-07 10:00:00,25,4967.5,3,3,0.0050327126321087065,"cluster_0, cluster_1, cluster_2",True,True,36.0,5372.0,0.005015324602953469,0.9412176960140166,-30.555555555555557,21388.0,9,8,8,2224.5,1396.0,1347.0,0.004045853000674309,0.0057306590257879654,0.005939123979213066
2023-09-07 11:00:00,5372,5707.5,0,3,0.9412176960140166,,False,False,25.0,5926.0,0.0050327126321087065,0.9683797695890187,21388.0,10.312732688011916,2489,1553,1330,2665.5,1595.5,1446.5,0.9337835302945039,0.9733625822626136,0.9194607673695127
2023-09-07 12:00:00,5926,6119.5,0,3,0.9683797695890187,,False,False,5372.0,5646.0,0.9412176960140166,0.9564628155175334,10.312732688011916,-4.724940938238276,2630,1733,1563,2821.5,1693.5,1604.5,0.9321283005493531,1.0233244759374078,0.9741352446244936
